lenght1,angle1,lenght2,angle2,lenght3,angle3,lenght4,angle4,result,radius1,radius2,radius3
25.0,0,25.0,45,44.721,-45,25.0,-45,1,10482016.586,467123007.596,395965815.018
25.0,0,25.0,45,44.721,-45,25.0,45,1,10482016.586,467123007.596,4294823483.598
25.0,0,25.0,45,44.721,-45,25.0,135,0,10482016.586,467123007.596,2579983694.161
25.0,0,25.0,45,44.721,-45,44.721,-135,1,10482016.586,467123007.596,118430755.694
25.0,0,25.0,45,44.721,-45,44.721,-45,1,10482016.586,467123007.596,736381709.682
25.0,0,25.0,45,44.721,-45,44.721,45,1,10482016.586,467123007.596,5600865359.51
25.0,0,25.0,45,44.721,-45,44.721,135,0,10482016.586,467123007.596,3655507789.111
25.0,0,25.0,45,44.721,-45,80.0,-135,1,10482016.586,467123007.596,208142732.309
25.0,0,25.0,45,44.721,-45,80.0,-45,1,10482016.586,467123007.596,1606686355.891
25.0,0,25.0,45,44.721,-45,80.0,45,1,10482016.586,467123007.596,8369130400.548
25.0,0,25.0,45,44.721,-45,80.0,135,0,10482016.586,467123007.596,6045777762.656
25.0,0,25.0,45,80.0,-45,25.0,-135,1,10482016.586,785155238.143,1423127196.015
25.0,0,25.0,45,80.0,-45,25.0,-45,0,10482016.586,785155238.143,6224219885.991
25.0,0,25.0,45,80.0,-45,25.0,45,1,10482016.586,785155238.143,25178668582.497
25.0,0,25.0,45,80.0,-45,25.0,135,0,10482016.586,785155238.143,14880542770.139
25.0,0,25.0,45,80.0,-45,44.721,-135,1,10482016.586,785155238.143,1798643429.043
25.0,0,25.0,45,80.0,-45,44.721,-45,1,10482016.586,785155238.143,8351924144.89
25.0,0,25.0,45,80.0,-45,44.721,45,1,10482016.586,785155238.143,30144201934.274
25.0,0,25.0,45,80.0,-45,44.721,135,0,10482016.586,785155238.143,18446910181.593
25.0,0,25.0,45,80.0,-45,80.0,-135,1,10482016.586,785155238.143,2579962470.279
25.0,0,25.0,45,80.0,-45,80.0,-45,1,10482016.586,785155238.143,12937123869.839
25.0,0,25.0,45,80.0,-45,80.0,45,1,10482016.586,785155238.143,40141097019.471
25.0,0,25.0,45,80.0,-45,80.0,135,0,10482016.586,785155238.143,25781553785.278
25.0,0,25.0,45,25.0,45,25.0,-135,0,10482016.586,2765092.753,1401434756.507
25.0,0,25.0,45,25.0,45,25.0,-45,1,10482016.586,2765092.753,571672651.208
25.0,0,25.0,45,25.0,45,25.0,45,1,10482016.586,2765092.753,1023950.052
25.0,0,25.0,45,25.0,45,25.0,135,0,10482016.586,2765092.753,57624391.41
25.0,0,25.0,45,25.0,45,44.721,-135,0,10482016.586,2765092.753,2390030913.457
25.0,0,25.0,45,25.0,45,44.721,-45,1,10482016.586,2765092.753,821013525.723
25.0,0,25.0,45,25.0,45,44.721,45,1,10482016.586,2765092.753,5242469.814
25.0,0,25.0,45,25.0,45,44.721,135,0,10482016.586,2765092.753,112085285.013
25.0,0,25.0,45,25.0,45,80.0,-135,0,10482016.586,2765092.753,4812869032.267
25.0,0,25.0,45,25.0,45,80.0,-45,1,10482016.586,2765092.753,1379326562.82
25.0,0,25.0,45,25.0,45,80.0,45,1,10482016.586,2765092.753,20934437.375
25.0,0,25.0,45,25.0,45,80.0,135,0,10482016.586,2765092.753,254291630.587
25.0,0,25.0,45,44.721,45,25.0,-135,0,10482016.586,14441574.351,5300657139.96
25.0,0,25.0,45,44.721,45,25.0,-45,1,10482016.586,14441574.351,2595162042.409
25.0,0,25.0,45,44.721,45,25.0,45,1,10482016.586,14441574.351,69783624.763
25.0,0,25.0,45,44.721,45,25.0,135,0,10482016.586,14441574.351,56720972.691
25.0,0,25.0,45,44.721,45,44.721,-135,1,10482016.586,14441574.351,7508002074.424
25.0,0,25.0,45,44.721,45,44.721,-45,1,10482016.586,14441574.351,3384935418.009
25.0,0,25.0,45,44.721,45,44.721,45,1,10482016.586,14441574.351,129652468.057
25.0,0,25.0,45,44.721,45,44.721,135,0,10482016.586,14441574.351,84242367.092
25.0,0,25.0,45,44.721,45,80.0,-135,1,10482016.586,14441574.351,12412801043.382
25.0,0,25.0,45,44.721,45,80.0,-45,1,10482016.586,14441574.351,5059098011.075
25.0,0,25.0,45,44.721,45,80.0,45,1,10482016.586,14441574.351,282642534.363
25.0,0,25.0,45,44.721,45,80.0,135,0,10482016.586,14441574.351,147009496.479
25.0,0,25.0,45,80.0,45,25.0,-135,1,10482016.586,58121377.177,26597979853.224
25.0,0,25.0,45,80.0,45,25.0,-45,0,10482016.586,58121377.177,17592647487.411
25.0,0,25.0,45,80.0,45,25.0,45,1,10482016.586,58121377.177,2080301410.216
25.0,0,25.0,45,80.0,45,25.0,135,0,10482016.586,58121377.177,436789.809
25.0,0,25.0,45,80.0,45,44.721,-135,1,10482016.586,58121377.177,32967523874.168
25.0,0,25.0,45,80.0,45,44.721,-45,1,10482016.586,58121377.177,21063417876.322
25.0,0,25.0,45,80.0,45,44.721,45,1,10482016.586,58121377.177,2791798560.169
25.0,0,25.0,45,80.0,45,44.721,135,0,10482016.586,58121377.177,545971.6
25.0,0,25.0,45,80.0,45,80.0,-135,1,10482016.586,58121377.177,46065996198.525
25.0,0,25.0,45,80.0,45,80.0,-45,1,10482016.586,58121377.177,28051235622.706
25.0,0,25.0,45,80.0,45,80.0,45,1,10482016.586,58121377.177,4325188158.901
25.0,0,25.0,45,80.0,45,80.0,135,0,10482016.586,58121377.177,771639.786
25.0,0,25.0,45,25.0,135,25.0,-135,0,10482016.586,1.50158700461597e+17,17316574.511
25.0,0,25.0,45,25.0,135,25.0,-45,0,10482016.586,1.50158700461597e+17,5480721.589
25.0,0,25.0,45,25.0,135,25.0,45,0,10482016.586,1.50158700461597e+17,9886808.961
25.0,0,25.0,45,25.0,135,25.0,135,0,10482016.586,1.50158700461597e+17,172112179.864
25.0,0,25.0,45,25.0,135,44.721,-135,0,10482016.586,1.50158700461597e+17,25115241.399
25.0,0,25.0,45,25.0,135,44.721,-45,0,10482016.586,1.50158700461597e+17,7117678.086
25.0,0,25.0,45,25.0,135,44.721,45,0,10482016.586,1.50158700461597e+17,19230821.066
25.0,0,25.0,45,25.0,135,44.721,135,0,10482016.586,1.50158700461597e+17,259696900.528
25.0,0,25.0,45,25.0,135,80.0,-135,0,10482016.586,1.50158700461597e+17,42672635.945
25.0,0,25.0,45,25.0,135,80.0,-45,0,10482016.586,1.50158700461597e+17,10578880.545
25.0,0,25.0,45,25.0,135,80.0,45,0,10482016.586,1.50158700461597e+17,43629572.656
25.0,0,25.0,45,25.0,135,80.0,135,0,10482016.586,1.50158700461597e+17,461158633.504
25.0,0,25.0,45,44.721,135,25.0,-135,0,10482016.586,8.394194028621749e+16,188615907.688
25.0,0,25.0,45,44.721,135,25.0,-45,0,10482016.586,8.394194028621749e+16,6665027.711
25.0,0,25.0,45,44.721,135,25.0,45,0,10482016.586,8.394194028621749e+16,295155.736
25.0,0,25.0,45,44.721,135,25.0,135,0,10482016.586,8.394194028621749e+16,112634221.467
25.0,0,25.0,45,44.721,135,44.721,-135,0,10482016.586,8.394194028621749e+16,246966386.61
25.0,0,25.0,45,44.721,135,44.721,-45,0,10482016.586,8.394194028621749e+16,8333997.989
25.0,0,25.0,45,44.721,135,44.721,45,0,10482016.586,8.394194028621749e+16,436963.214
25.0,0,25.0,45,44.721,135,44.721,135,0,10482016.586,8.394194028621749e+16,150306573.987
25.0,0,25.0,45,44.721,135,80.0,-135,0,10482016.586,8.394194028621749e+16,370937047.539
25.0,0,25.0,45,44.721,135,80.0,-45,0,10482016.586,8.394194028621749e+16,11784355.489
25.0,0,25.0,45,44.721,135,80.0,45,0,10482016.586,8.394194028621749e+16,759817.882
25.0,0,25.0,45,44.721,135,80.0,135,0,10482016.586,8.394194028621749e+16,231232805.428
25.0,0,25.0,45,80.0,135,25.0,-135,0,10482016.586,4.6924593894249704e+16,2435389071.27
25.0,0,25.0,45,80.0,135,25.0,-45,0,10482016.586,4.6924593894249704e+16,1390315740.131
25.0,0,25.0,45,80.0,135,25.0,45,0,10482016.586,4.6924593894249704e+16,181392591.569
25.0,0,25.0,45,80.0,135,25.0,135,0,10482016.586,4.6924593894249704e+16,720475.5
25.0,0,25.0,45,80.0,135,44.721,-135,0,10482016.586,4.6924593894249704e+16,2919858991.853
25.0,0,25.0,45,80.0,135,44.721,-45,0,10482016.586,4.6924593894249704e+16,1625062979.9
25.0,0,25.0,45,80.0,135,44.721,45,0,10482016.586,4.6924593894249704e+16,229298908.2
25.0,0,25.0,45,80.0,135,44.721,135,0,10482016.586,4.6924593894249704e+16,858963.54
25.0,0,25.0,45,80.0,135,80.0,-135,0,10482016.586,4.6924593894249704e+16,3896085854.363
25.0,0,25.0,45,80.0,135,80.0,-45,0,10482016.586,4.6924593894249704e+16,2090660797.401
25.0,0,25.0,45,80.0,135,80.0,45,0,10482016.586,4.6924593894249704e+16,328986458.635
25.0,0,25.0,45,80.0,135,80.0,135,0,10482016.586,4.6924593894249704e+16,1137057.863
25.0,0,44.721,45,25.0,-135,25.0,-135,0,20388337.984,1362028720.098,2770888243.709
25.0,0,44.721,45,25.0,-135,25.0,-45,1,20388337.984,1362028720.098,6136987.695
25.0,0,44.721,45,25.0,-135,25.0,45,0,20388337.984,1362028720.098,41105368.012
25.0,0,44.721,45,25.0,-135,25.0,135,0,20388337.984,1362028720.098,3390690550.781
25.0,0,44.721,45,25.0,-135,44.721,-135,2,20388337.984,1362028720.098,4054746176.282
25.0,0,44.721,45,25.0,-135,44.721,-45,1,20388337.984,1362028720.098,16956794.683
25.0,0,44.721,45,25.0,-135,44.721,45,0,20388337.984,1362028720.098,50755215.205
25.0,0,44.721,45,25.0,-135,44.721,135,0,20388337.984,1362028720.098,4609987931.902
25.0,0,44.721,45,25.0,-135,80.0,-135,2,20388337.984,1362028720.098,6959266720.671
25.0,0,44.721,45,25.0,-135,80.0,-45,1,20388337.984,1362028720.098,49740409.72
25.0,0,44.721,45,25.0,-135,80.0,45,0,20388337.984,1362028720.098,70553636.408
25.0,0,44.721,45,25.0,-135,80.0,135,0,20388337.984,1362028720.098,7257454688.718
25.0,0,44.721,45,44.721,-135,25.0,-135,0,20388337.984,1930500641.936,3593531072.291
25.0,0,44.721,45,44.721,-135,25.0,-45,1,20388337.984,1930500641.936,1322295.872
25.0,0,44.721,45,44.721,-135,25.0,45,1,20388337.984,1930500641.936,624307658.556
25.0,0,44.721,45,44.721,-135,25.0,135,0,20388337.984,1930500641.936,9157432998.212
25.0,0,44.721,45,44.721,-135,44.721,-135,2,20388337.984,1930500641.936,4730457377.226
25.0,0,44.721,45,44.721,-135,44.721,-45,1,20388337.984,1930500641.936,2180687.669
25.0,0,44.721,45,44.721,-135,44.721,45,1,20388337.984,1930500641.936,741584417.509
25.0,0,44.721,45,44.721,-135,44.721,135,0,20388337.984,1930500641.936,11584139840.578
25.0,0,44.721,45,44.721,-135,80.0,-135,2,20388337.984,1930500641.936,7153502923.549
25.0,0,44.721,45,44.721,-135,80.0,-45,1,20388337.984,1930500641.936,4249111.646
25.0,0,44.721,45,44.721,-135,80.0,45,0,20388337.984,1930500641.936,976546680.564
25.0,0,44.721,45,44.721,-135,80.0,135,0,20388337.984,1930500641.936,16635974670.539
25.0,0,44.721,45,80.0,-135,25.0,-135,1,20388337.984,3194133773.501,3074142341.091
25.0,0,44.721,45,80.0,-135,25.0,-45,0,20388337.984,3194133773.501,80580772.23
25.0,0,44.721,45,80.0,-135,25.0,45,1,20388337.984,3194133773.501,8246113555.733
25.0,0,44.721,45,80.0,-135,25.0,135,0,20388337.984,3194133773.501,35991792534.288
25.0,0,44.721,45,80.0,-135,44.721,-135,1,20388337.984,3194133773.501,3692675123.367
25.0,0,44.721,45,80.0,-135,44.721,-45,1,20388337.984,3194133773.501,105034986.965
25.0,0,44.721,45,80.0,-135,44.721,45,1,20388337.984,3194133773.501,9401349643.252
25.0,0,44.721,45,80.0,-135,44.721,135,0,20388337.984,3194133773.501,42471280668.719
25.0,0,44.721,45,80.0,-135,80.0,-135,2,20388337.984,3194133773.501,4940504173.882
25.0,0,44.721,45,80.0,-135,80.0,-45,1,20388337.984,3194133773.501,156853253.608
25.0,0,44.721,45,80.0,-135,80.0,45,1,20388337.984,3194133773.501,11656807231.675
25.0,0,44.721,45,80.0,-135,80.0,135,0,20388337.984,3194133773.501,55399526554.652
25.0,0,44.721,45,25.0,-45,25.0,-135,0,20388337.984,1713143815.094,20808.537
25.0,0,44.721,45,25.0,-45,25.0,-45,1,20388337.984,1713143815.094,87117502.466
25.0,0,44.721,45,25.0,-45,25.0,45,1,20388337.984,1713143815.094,3162002146.665
25.0,0,44.721,45,25.0,-45,25.0,135,0,20388337.984,1713143815.094,1365369951.053
25.0,0,44.721,45,25.0,-45,44.721,-135,1,20388337.984,1713143815.094,62474.815
25.0,0,44.721,45,25.0,-45,44.721,-45,1,20388337.984,1713143815.094,12957686.963
25.0,0,44.721,45,25.0,-45,44.721,45,1,20388337.984,1713143815.094,4294929202.743
25.0,0,44.721,45,25.0,-45,44.721,135,0,20388337.984,1713143815.094,2487135308.914
25.0,0,44.721,45,25.0,-45,80.0,-135,1,20388337.984,1713143815.094,195437.261
25.0,0,44.721,45,25.0,-45,80.0,-45,1,20388337.984,1713143815.094,44328153.67
25.0,0,44.721,45,25.0,-45,80.0,45,1,20388337.984,1713143815.094,6753508237.547
25.0,0,44.721,45,25.0,-45,80.0,135,0,20388337.984,1713143815.094,5326713001.229
25.0,0,44.721,45,44.721,-45,25.0,-135,0,20388337.984,2234873767.984,8956693.929
25.0,0,44.721,45,44.721,-45,25.0,-45,1,20388337.984,2234873767.984,8790208.536
25.0,0,44.721,45,44.721,-45,25.0,45,1,20388337.984,2234873767.984,9860230620.103
25.0,0,44.721,45,44.721,-45,25.0,135,0,20388337.984,2234873767.984,5582089627.967
25.0,0,44.721,45,44.721,-45,44.721,-135,1,20388337.984,2234873767.984,14768442.967
25.0,0,44.721,45,44.721,-45,44.721,-45,1,20388337.984,2234873767.984,128453023.719
25.0,0,44.721,45,44.721,-45,44.721,45,1,20388337.984,2234873767.984,12464841754.437
25.0,0,44.721,45,44.721,-45,44.721,135,0,20388337.984,2234873767.984,8121024509.784
25.0,0,44.721,45,44.721,-45,80.0,-135,1,20388337.984,2234873767.984,28771429.447
25.0,0,44.721,45,44.721,-45,80.0,-45,1,20388337.984,2234873767.984,691946535.724
25.0,0,44.721,45,44.721,-45,80.0,45,1,20388337.984,2234873767.984,17884867207.378
25.0,0,44.721,45,44.721,-45,80.0,135,0,20388337.984,2234873767.984,13846664219.086
25.0,0,44.721,45,80.0,-45,25.0,-135,1,20388337.984,3340946880.84,472173294.004
25.0,0,44.721,45,80.0,-45,25.0,-45,0,20388337.984,3340946880.84,2935809470.084
25.0,0,44.721,45,80.0,-45,25.0,45,1,20388337.984,3340946880.84,46006690174.693
25.0,0,44.721,45,80.0,-45,25.0,135,0,20388337.984,3340946880.84,28880805295.752
25.0,0,44.721,45,80.0,-45,44.721,-135,1,20388337.984,3340946880.84,615463616.685
25.0,0,44.721,45,80.0,-45,44.721,-45,1,20388337.984,3340946880.84,4627491429.968
25.0,0,44.721,45,80.0,-45,44.721,45,1,20388337.984,3340946880.84,54267433914.721
25.0,0,44.721,45,80.0,-45,44.721,135,0,20388337.984,3340946880.84,36152086267.818
25.0,0,44.721,45,80.0,-45,80.0,-135,1,20388337.984,3340946880.84,919093884.107
25.0,0,44.721,45,80.0,-45,80.0,-45,1,20388337.984,3340946880.84,8609740999.121
25.0,0,44.721,45,80.0,-45,80.0,45,1,20388337.984,3340946880.84,70745631855.184
25.0,0,44.721,45,80.0,-45,80.0,135,0,20388337.984,3340946880.84,51194152814.705
25.0,0,44.721,45,25.0,45,25.0,-135,0,20388337.984,129699573.05,2498349791.17
25.0,0,44.721,45,25.0,45,25.0,-45,1,20388337.984,129699573.05,1910227140.376
25.0,0,44.721,45,25.0,45,25.0,45,1,20388337.984,129699573.05,9457207.022
25.0,0,44.721,45,25.0,45,25.0,135,0,20388337.984,129699573.05,48217883.446
25.0,0,44.721,45,25.0,45,44.721,-135,0,20388337.984,129699573.05,4550349852.06
25.0,0,44.721,45,25.0,45,44.721,-45,1,20388337.984,129699573.05,2595251413.781
25.0,0,44.721,45,25.0,45,44.721,45,1,20388337.984,129699573.05,1280283.484
25.0,0,44.721,45,25.0,45,44.721,135,0,20388337.984,129699573.05,133054993.439
25.0,0,44.721,45,25.0,45,80.0,-135,0,20388337.984,129699573.05,9744343091.801
25.0,0,44.721,45,25.0,45,80.0,-45,1,20388337.984,129699573.05,4082027790.309
25.0,0,44.721,45,25.0,45,80.0,45,1,20388337.984,129699573.05,5502770.333
25.0,0,44.721,45,25.0,45,80.0,135,0,20388337.984,129699573.05,389978687.949
25.0,0,44.721,45,44.721,45,25.0,-135,0,20388337.984,241068086.172,9612929633.05
25.0,0,44.721,45,44.721,45,25.0,-45,1,20388337.984,241068086.172,6538268960.381
25.0,0,44.721,45,44.721,45,25.0,45,1,20388337.984,241068086.172,2090381.882
25.0,0,44.721,45,44.721,45,25.0,135,0,20388337.984,241068086.172,112005217.658
25.0,0,44.721,45,44.721,45,44.721,-135,1,20388337.984,241068086.172,13983029246.113
25.0,0,44.721,45,44.721,45,44.721,-45,1,20388337.984,241068086.172,8266330744.584
25.0,0,44.721,45,44.721,45,44.721,45,1,20388337.984,241068086.172,28524564.066
25.0,0,44.721,45,44.721,45,44.721,135,0,20388337.984,241068086.172,184395017.264
25.0,0,44.721,45,44.721,45,80.0,-135,1,20388337.984,241068086.172,23837339369.585
25.0,0,44.721,45,44.721,45,80.0,-45,1,20388337.984,241068086.172,11862563096.132
25.0,0,44.721,45,44.721,45,80.0,45,1,20388337.984,241068086.172,151504147.302
25.0,0,44.721,45,44.721,45,80.0,135,0,20388337.984,241068086.172,358674476.519
25.0,0,44.721,45,80.0,45,25.0,-135,1,20388337.984,525715751.622,45767553026.335
25.0,0,44.721,45,80.0,45,25.0,-45,0,20388337.984,525715751.622,33783232079.683
25.0,0,44.721,45,80.0,45,25.0,45,1,20388337.984,525715751.622,1072000586.487
25.0,0,44.721,45,80.0,45,25.0,135,0,20388337.984,525715751.622,32668051.3
25.0,0,44.721,45,80.0,45,44.721,-135,1,20388337.984,525715751.622,57285027625.557
25.0,0,44.721,45,80.0,45,44.721,-45,1,20388337.984,525715751.622,39850994627.713
25.0,0,44.721,45,80.0,45,44.721,45,1,20388337.984,525715751.622,1689168404.322
25.0,0,44.721,45,80.0,45,44.721,135,0,20388337.984,525715751.622,42357060.467
25.0,0,44.721,45,80.0,45,80.0,-135,1,20388337.984,525715751.622,81109836203.142
25.0,0,44.721,45,80.0,45,80.0,-45,1,20388337.984,525715751.622,51955064508.654
25.0,0,44.721,45,80.0,45,80.0,45,1,20388337.984,525715751.622,3141747827.504
25.0,0,44.721,45,80.0,45,80.0,135,0,20388337.984,525715751.622,62824261.274
25.0,0,44.721,45,25.0,135,25.0,-135,0,20388337.984,7251347.083,138220278.426
25.0,0,44.721,45,25.0,135,25.0,-45,0,20388337.984,7251347.083,56633775.05
25.0,0,44.721,45,25.0,135,25.0,45,0,20388337.984,7251347.083,20536620.203
25.0,0,44.721,45,25.0,135,25.0,135,0,20388337.984,7251347.083,1184756127.745
25.0,0,44.721,45,25.0,135,44.721,-135,0,20388337.984,7251347.083,188736084.374
25.0,0,44.721,45,25.0,135,44.721,-45,0,20388337.984,7251347.083,69126528.924
25.0,0,44.721,45,25.0,135,44.721,45,0,20388337.984,7251347.083,56488058.467
25.0,0,44.721,45,25.0,135,44.721,135,0,20388337.984,7251347.083,1732606769.792
25.0,0,44.721,45,25.0,135,80.0,-135,0,20388337.984,7251347.083,298691257.875
25.0,0,44.721,45,25.0,135,80.0,-45,0,20388337.984,7251347.083,94578297.71
25.0,0,44.721,45,25.0,135,80.0,45,0,20388337.984,7251347.083,165229505.721
25.0,0,44.721,45,25.0,135,80.0,135,0,20388337.984,7251347.083,2971603442.261
25.0,0,44.721,45,44.721,135,25.0,-135,0,20388337.984,10894566.157,729840840.355
25.0,0,44.721,45,44.721,135,25.0,-45,0,20388337.984,10894566.157,6.097
25.0,0,44.721,45,44.721,135,25.0,45,0,20388337.984,10894566.157,19217083.679
25.0,0,44.721,45,44.721,135,25.0,135,0,20388337.984,10894566.157,1308375167.82
25.0,0,44.721,45,44.721,135,44.721,-135,0,20388337.984,10894566.157,925058977.518
25.0,0,44.721,45,44.721,135,44.721,-45,0,20388337.984,10894566.157,21.716
25.0,0,44.721,45,44.721,135,44.721,45,0,20388337.984,10894566.157,31637209.737
25.0,0,44.721,45,44.721,135,44.721,135,0,20388337.984,10894566.157,1721168630.079
25.0,0,44.721,45,44.721,135,80.0,-135,0,20388337.984,10894566.157,1331932985.18
25.0,0,44.721,45,44.721,135,80.0,-45,0,20388337.984,10894566.157,85.218
25.0,0,44.721,45,44.721,135,80.0,45,0,20388337.984,10894566.157,61538837.659
25.0,0,44.721,45,44.721,135,80.0,135,0,20388337.984,10894566.157,2600581408.966
25.0,0,44.721,45,80.0,135,25.0,-135,0,20388337.984,19255421.887,5631722809.88
25.0,0,44.721,45,80.0,135,25.0,-45,0,20388337.984,19255421.887,1078306449.229
25.0,0,44.721,45,80.0,135,25.0,45,0,20388337.984,19255421.887,5892569.11
25.0,0,44.721,45,80.0,135,25.0,135,0,20388337.984,19255421.887,664325320.798
25.0,0,44.721,45,80.0,135,44.721,-135,0,20388337.984,19255421.887,6650297292.547
25.0,0,44.721,45,80.0,135,44.721,-45,0,20388337.984,19255421.887,1230360797.937
25.0,0,44.721,45,80.0,135,44.721,45,0,20388337.984,19255421.887,7705708.364
25.0,0,44.721,45,80.0,135,44.721,135,0,20388337.984,19255421.887,797151440.802
25.0,0,44.721,45,80.0,135,80.0,-135,0,20388337.984,19255421.887,8683514636.431
25.0,0,44.721,45,80.0,135,80.0,-45,0,20388337.984,19255421.887,1527380786.302
25.0,0,44.721,45,80.0,135,80.0,45,0,20388337.984,19255421.887,11555027.192
25.0,0,44.721,45,80.0,135,80.0,135,0,20388337.984,19255421.887,1064941075.609
25.0,0,80.0,45,25.0,-135,25.0,-135,0,46255243.733,9105290565.096,15026501455.932
25.0,0,80.0,45,25.0,-135,25.0,-45,1,46255243.733,9105290565.096,2263267.322
25.0,0,80.0,45,25.0,-135,25.0,45,0,46255243.733,9105290565.096,86884.034
25.0,0,80.0,45,25.0,-135,25.0,135,0,46255243.733,9105290565.096,11653711457.364
25.0,0,80.0,45,25.0,-135,44.721,-135,2,46255243.733,9105290565.096,20980631478.172
25.0,0,80.0,45,25.0,-135,44.721,-45,1,46255243.733,9105290565.096,14283045.957
25.0,0,80.0,45,25.0,-135,44.721,45,0,46255243.733,9105290565.096,112969.014
25.0,0,80.0,45,25.0,-135,44.721,135,0,46255243.733,9105290565.096,14831812724.757
25.0,0,80.0,45,25.0,-135,80.0,-135,2,46255243.733,9105290565.096,34105090083.888
25.0,0,80.0,45,25.0,-135,80.0,-45,1,46255243.733,9105290565.096,175066186.563
25.0,0,80.0,45,25.0,-135,80.0,45,0,46255243.733,9105290565.096,169589.79
